,GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
1598,COUNTRIES,ARG,Argentina,2022.0,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,702725.0,676244.0,96.23
1599,COUNTRIES,ARG,Argentina,2022.0,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,752401.0,612035.0,81.34
1600,COUNTRIES,ARG,Argentina,2022.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,517574.0,465625.0,89.96
1601,COUNTRIES,ARG,Argentina,2022.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,517574.0,433862.0,83.83
1602,COUNTRIES,ARG,Argentina,2022.0,FLU_CHILD1,Influenza child age group 1,ADMIN,Administrative coverage,1010538.0,390384.0,38.63
1603,COUNTRIES,ARG,Argentina,2022.0,FLU_CHRONIC_ALL,Influenza chronic children and adults,ADMIN,Administrative coverage,3608185.0,2032232.0,56.32
1604,COUNTRIES,ARG,Argentina,2022.0,FLU_ELDERLY,Influenza older persons,ADMIN,Administrative coverage,2673963.0,2028218.0,75.85
1605,COUNTRIES,ARG,Argentina,2022.0,FLU_HCW,Influenza health care workers,ADMIN,Administrative coverage,689688.0,569640.0,82.59
1606,COUNTRIES,ARG,Argentina,2022.0,FLU_OTHER,Influenza other,ADMIN,Administrative coverage,462706.0,273235.0,59.05
1607,COUNTRIES,ARG,Argentina,2022.0,FLU_PW,Influenza pregnant women,ADMIN,Administrative coverage,434200.0,281362.0,64.8
1608,COUNTRIES,ARG,Argentina,2022.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,517574.0,410082.0,79.23
1609,COUNTRIES,ARG,Argentina,2022.0,HEPB_BDALL,"HepB, birth dose total (including those given within and after 24 hours of birth)",ADMIN,Administrative coverage,517574.0,410082.0,79.23
1610,COUNTRIES,ARG,Argentina,2022.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,517574.0,433862.0,83.83
1611,COUNTRIES,ARG,Argentina,2022.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,517574.0,433862.0,83.83
1612,COUNTRIES,ARG,Argentina,2022.0,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,373584.0,203039.0,54.35
1613,COUNTRIES,ARG,Argentina,2022.0,HPV_MALE,"HPV Male, final dose",ADMIN,Administrative coverage,378816.0,180512.0,47.65
1614,COUNTRIES,ARG,Argentina,2022.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,517574.0,467731.0,90.37
1615,COUNTRIES,ARG,Argentina,2022.0,IPV2,"Inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,517574.0,455251.0,87.96
1616,COUNTRIES,ARG,Argentina,2022.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,544299.0,460509.0,84.61
1617,COUNTRIES,ARG,Argentina,2022.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,702725.0,661916.0,94.19
1618,COUNTRIES,ARG,Argentina,2022.0,MEN_ACYW_CONJ,Meningococcal ACYW conjugate vaccine,ADMIN,Administrative coverage,517574.0,456623.0,88.22
1619,COUNTRIES,ARG,Argentina,2022.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,517574.0,465530.0,89.94
1620,COUNTRIES,ARG,Argentina,2022.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,517574.0,446175.0,86.21
1621,COUNTRIES,ARG,Argentina,2022.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,544299.0,429153.0,78.85
1622,COUNTRIES,ARG,Argentina,2022.0,PERCV_PW,"Pertussis-containing vaccine, pregnant women",ADMIN,Administrative coverage,525942.0,359163.0,68.29
1623,COUNTRIES,ARG,Argentina,2022.0,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,544299.0,403873.0,74.2
1624,COUNTRIES,ARG,Argentina,2022.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,517574.0,432780.0,83.62
1625,COUNTRIES,ARG,Argentina,2022.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,374369.0,309140.0,83.0
1626,COUNTRIES,ARG,Argentina,2022.0,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,379617.0,286298.0,75.0
1627,COUNTRIES,ARG,Argentina,2022.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,374369.0,200658.0,54.0
1628,COUNTRIES,ARG,Argentina,2022.0,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,379617.0,180512.0,48.0
1629,COUNTRIES,ARG,Argentina,2022.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,544299.0,460509.0,84.61
1630,COUNTRIES,ARG,Argentina,2022.0,ROTA1,"Rotavirus, 1st dose",ADMIN,Administrative coverage,517574.0,449774.0,86.9
1631,COUNTRIES,ARG,Argentina,2022.0,ROTAC,"Rotavirus, last dose",ADMIN,Administrative coverage,517574.0,412806.0,79.76
1632,COUNTRIES,ARG,Argentina,2022.0,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,544299.0,403873.0,74.2
1633,COUNTRIES,ARG,Argentina,2022.0,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,702725.0,676244.0,96.23
1634,COUNTRIES,ARG,Argentina,2022.0,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,752401.0,612035.0,81.34
1635,COUNTRIES,ARG,Argentina,2022.0,TYPHOID_CONJ,Typhoid conjugate vaccine,ADMIN,Administrative coverage,65845.0,39719.0,60.32
1636,COUNTRIES,ARG,Argentina,2022.0,YFV,Yellow fever vaccine,ADMIN,Administrative coverage,58234.0,42894.0,73.66
1637,COUNTRIES,ARG,Argentina,2021.0,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,341993.0,296906.0,87.0
1638,COUNTRIES,ARG,Argentina,2021.0,15HPV1_M,"HPV Vaccination coverage by age 15, first dose, males",HPV,HPV Estimates,361324.0,241675.0,67.0
1639,COUNTRIES,ARG,Argentina,2021.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,341993.0,215196.0,63.0
1640,COUNTRIES,ARG,Argentina,2021.0,15HPVC_M,"HPV Vaccination coverage by age 15, last dose, males",HPV,HPV Estimates,361324.0,134092.0,37.0
1641,COUNTRIES,ARG,Argentina,2021.0,BCG,BCG,ADMIN,Administrative coverage,540346.0,431366.0,79.83
1642,COUNTRIES,ARG,Argentina,2021.0,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,560851.0,424814.0,75.74
1643,COUNTRIES,ARG,Argentina,2021.0,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,722385.0,600330.0,83.1
1644,COUNTRIES,ARG,Argentina,2021.0,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,743155.0,556889.0,74.94
1645,COUNTRIES,ARG,Argentina,2021.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,540346.0,473311.0,87.59
1646,COUNTRIES,ARG,Argentina,2021.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,540346.0,438638.0,81.18
1647,COUNTRIES,ARG,Argentina,2021.0,FLU_CHILD1,Influenza child age group 1,ADMIN,Administrative coverage,934482.0,395738.0,42.35
1648,COUNTRIES,ARG,Argentina,2021.0,FLU_CHRONIC_ALL,Influenza chronic children and adults,ADMIN,Administrative coverage,3858252.0,1572501.0,40.76
1649,COUNTRIES,ARG,Argentina,2021.0,FLU_ELDERLY,Influenza older persons,ADMIN,Administrative coverage,3109280.0,1776594.0,57.14
1650,COUNTRIES,ARG,Argentina,2021.0,FLU_HCW,Influenza health care workers,ADMIN,Administrative coverage,736701.0,459816.0,62.42
1651,COUNTRIES,ARG,Argentina,2021.0,FLU_OTHER,Influenza other,ADMIN,Administrative coverage,442288.0,217257.0,49.12
1652,COUNTRIES,ARG,Argentina,2021.0,FLU_PW,Influenza pregnant women,ADMIN,Administrative coverage,457557.0,245073.0,53.56
1653,COUNTRIES,ARG,Argentina,2021.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,540346.0,417579.0,77.28
1654,COUNTRIES,ARG,Argentina,2021.0,HEPB_BDALL,"HepB, birth dose total (including those given within and after 24 hours of birth)",ADMIN,Administrative coverage,540346.0,417579.0,77.28
1655,COUNTRIES,ARG,Argentina,2021.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,540346.0,438638.0,81.18
1656,COUNTRIES,ARG,Argentina,2021.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,540346.0,438638.0,81.18
1657,COUNTRIES,ARG,Argentina,2021.0,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,368495.0,184322.0,50.02
1658,COUNTRIES,ARG,Argentina,2021.0,HPV_MALE,"HPV Male, final dose",ADMIN,Administrative coverage,374944.0,157506.0,42.01
1659,COUNTRIES,ARG,Argentina,2021.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,540346.0,466607.0,86.35
1660,COUNTRIES,ARG,Argentina,2021.0,IPV2,"Inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,540346.0,445517.0,82.45
1661,COUNTRIES,ARG,Argentina,2021.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,560851.0,484718.0,86.43
1662,COUNTRIES,ARG,Argentina,2021.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,722385.0,572149.0,79.2
1663,COUNTRIES,ARG,Argentina,2021.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,540346.0,475260.0,87.95
1664,COUNTRIES,ARG,Argentina,2021.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,540346.0,450296.0,83.33
1665,COUNTRIES,ARG,Argentina,2021.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,560851.0,442607.0,78.92
1666,COUNTRIES,ARG,Argentina,2021.0,PERCV_PW,"Pertussis-containing vaccine, pregnant women",ADMIN,Administrative coverage,545198.0,367341.0,67.38
1667,COUNTRIES,ARG,Argentina,2021.0,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,560851.0,424814.0,75.74
1668,COUNTRIES,ARG,Argentina,2021.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,540346.0,424174.0,78.5
1669,COUNTRIES,ARG,Argentina,2021.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,368495.0,279790.0,76.0
1670,COUNTRIES,ARG,Argentina,2021.0,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,374944.0,251656.0,67.0
1671,COUNTRIES,ARG,Argentina,2021.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,368495.0,202235.0,55.0
1672,COUNTRIES,ARG,Argentina,2021.0,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,374944.0,157506.0,42.0
1673,COUNTRIES,ARG,Argentina,2021.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,560851.0,484718.0,86.43
1674,COUNTRIES,ARG,Argentina,2021.0,ROTA1,"Rotavirus, 1st dose",ADMIN,Administrative coverage,540346.0,455113.0,84.23
1675,COUNTRIES,ARG,Argentina,2021.0,ROTAC,"Rotavirus, last dose",ADMIN,Administrative coverage,540346.0,423025.0,78.29
1676,COUNTRIES,ARG,Argentina,2021.0,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,560851.0,424814.0,75.74
1677,COUNTRIES,ARG,Argentina,2021.0,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,722385.0,600330.0,83.1
1678,COUNTRIES,ARG,Argentina,2021.0,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,743155.0,556889.0,74.94
1679,COUNTRIES,ARG,Argentina,2021.0,YFV,Yellow fever vaccine,ADMIN,Administrative coverage,65388.0,48195.0,73.71
1680,COUNTRIES,ARG,Argentina,2020.0,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,340183.0,297507.0,87.0
1681,COUNTRIES,ARG,Argentina,2020.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,340183.0,246008.0,72.0
1682,COUNTRIES,ARG,Argentina,2020.0,BCG,BCG,ADMIN,Administrative coverage,640656.0,480845.0,75.06
1683,COUNTRIES,ARG,Argentina,2020.0,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,662753.0,440802.0,66.51
1684,COUNTRIES,ARG,Argentina,2020.0,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,761453.0,548628.0,72.05
1685,COUNTRIES,ARG,Argentina,2020.0,DIPHCV6,"Diphtheria-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,723199.0,514052.0,71.08
1686,COUNTRIES,ARG,Argentina,2020.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,640656.0,506694.0,79.09
1687,COUNTRIES,ARG,Argentina,2020.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,640656.0,475907.0,74.28
1688,COUNTRIES,ARG,Argentina,2020.0,FLU_CHILD1,Influenza child age group 1,ADMIN,Administrative coverage,1002880.0,694151.0,69.22
1689,COUNTRIES,ARG,Argentina,2020.0,FLU_CHRONIC_ALL,Influenza chronic children and adults,ADMIN,Administrative coverage,4200491.0,2859695.0,68.08
1690,COUNTRIES,ARG,Argentina,2020.0,FLU_ELDERLY,Influenza older persons,ADMIN,Administrative coverage,3442771.0,2447766.0,71.1
1691,COUNTRIES,ARG,Argentina,2020.0,FLU_HCW,Influenza health care workers,ADMIN,Administrative coverage,577200.0,722538.0,125.18
1692,COUNTRIES,ARG,Argentina,2020.0,FLU_OTHER,Influenza other,ADMIN,Administrative coverage,271190.0,375373.0,138.42
1693,COUNTRIES,ARG,Argentina,2020.0,FLU_PW,Influenza pregnant women,ADMIN,Administrative coverage,490768.0,376035.0,76.62
1694,COUNTRIES,ARG,Argentina,2020.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,640656.0,458803.0,71.61
1695,COUNTRIES,ARG,Argentina,2020.0,HEPB_BDALL,"HepB, birth dose total (including those given within and after 24 hours of birth)",ADMIN,Administrative coverage,640656.0,458803.0,71.61
1696,COUNTRIES,ARG,Argentina,2020.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,640656.0,475907.0,74.28
1697,COUNTRIES,ARG,Argentina,2020.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,640656.0,475907.0,74.28
1698,COUNTRIES,ARG,Argentina,2020.0,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,358281.0,164327.0,45.87
1699,COUNTRIES,ARG,Argentina,2020.0,HPV_MALE,"HPV Male, final dose",ADMIN,Administrative coverage,364923.0,142574.0,39.07
1700,COUNTRIES,ARG,Argentina,2020.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,640656.0,513911.0,80.22
1701,COUNTRIES,ARG,Argentina,2020.0,IPV2,"Inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,640656.0,490287.0,76.53
1702,COUNTRIES,ARG,Argentina,2020.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,662753.0,512597.0,77.34
1703,COUNTRIES,ARG,Argentina,2020.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,761453.0,543578.0,71.39
1704,COUNTRIES,ARG,Argentina,2020.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,640656.0,520522.0,81.25
1705,COUNTRIES,ARG,Argentina,2020.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,640656.0,490903.0,76.63
1706,COUNTRIES,ARG,Argentina,2020.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,662753.0,496661.0,74.94
1707,COUNTRIES,ARG,Argentina,2020.0,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,662753.0,440802.0,66.51
1708,COUNTRIES,ARG,Argentina,2020.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,640656.0,475736.0,74.26
1709,COUNTRIES,ARG,Argentina,2020.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,358281.0,255300.0,71.0
1710,COUNTRIES,ARG,Argentina,2020.0,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,364923.0,230400.0,63.0
1711,COUNTRIES,ARG,Argentina,2020.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,358281.0,164327.0,46.0
1712,COUNTRIES,ARG,Argentina,2020.0,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,364923.0,142693.0,39.0
1713,COUNTRIES,ARG,Argentina,2020.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,662753.0,512597.0,77.34
1714,COUNTRIES,ARG,Argentina,2020.0,ROTA1,"Rotavirus, 1st dose",ADMIN,Administrative coverage,640656.0,497063.0,77.59
1715,COUNTRIES,ARG,Argentina,2020.0,ROTAC,"Rotavirus, last dose",ADMIN,Administrative coverage,640656.0,458381.0,71.55
1716,COUNTRIES,ARG,Argentina,2020.0,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,662753.0,440802.0,66.51
1717,COUNTRIES,ARG,Argentina,2020.0,TTCV5,"Tetanus-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,761453.0,548628.0,72.05
1718,COUNTRIES,ARG,Argentina,2020.0,TTCV6,"Tetanus-containing vaccine, 6th dose (3rd booster)",ADMIN,Administrative coverage,723199.0,514052.0,71.08
1719,COUNTRIES,ARG,Argentina,2020.0,YFV,Yellow fever vaccine,ADMIN,Administrative coverage,68640.0,55568.0,80.96
1720,COUNTRIES,ARG,Argentina,2019.0,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,337654.0,287342.0,85.0
1721,COUNTRIES,ARG,Argentina,2019.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,337654.0,203947.0,60.0
1722,COUNTRIES,ARG,Argentina,2019.0,BCG,BCG,ADMIN,Administrative coverage,681391.0,579535.0,85.0
1723,COUNTRIES,ARG,Argentina,2019.0,DIPHCV4,"Diphtheria-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,720263.0,522580.0,73.0
1724,COUNTRIES,ARG,Argentina,2019.0,DIPHCV5,"Diphtheria-containing vaccine, 5th dose (2nd booster)",ADMIN,Administrative coverage,754279.0,642080.0,85.0
1725,COUNTRIES,ARG,Argentina,2019.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,681391.0,592922.0,87.0
1726,COUNTRIES,ARG,Argentina,2019.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,681391.0,564185.0,83.0
1727,COUNTRIES,ARG,Argentina,2019.0,FLU_CHILD1,Influenza child age group 1,ADMIN,Administrative coverage,1032946.0,771077.0,75.0
1728,COUNTRIES,ARG,Argentina,2019.0,FLU_CHRONIC_ADULT,Influenza chronic adult,ADMIN,Administrative coverage,3773174.0,1839186.0,49.0
1729,COUNTRIES,ARG,Argentina,2019.0,FLU_CHRONIC_ALL,Influenza chronic children and adults,ADMIN,Administrative coverage,4251874.0,2207795.0,52.0
1730,COUNTRIES,ARG,Argentina,2019.0,FLU_CHRONIC_PED,Influenza chronic pediatric,ADMIN,Administrative coverage,478700.0,368609.0,77.0
1731,COUNTRIES,ARG,Argentina,2019.0,FLU_HCW,Influenza health care workers,ADMIN,Administrative coverage,500383.0,525174.0,105.0
1732,COUNTRIES,ARG,Argentina,2019.0,FLU_PW,Influenza pregnant women,ADMIN,Administrative coverage,523135.0,391475.0,75.0
1733,COUNTRIES,ARG,Argentina,2019.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",ADMIN,Administrative coverage,681391.0,522391.0,77.0
1734,COUNTRIES,ARG,Argentina,2019.0,HEPB_BDALL,"HepB, birth dose total (including those given within and after 24 hours of birth)",ADMIN,Administrative coverage,681391.0,522391.0,77.0
1735,COUNTRIES,ARG,Argentina,2019.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,681391.0,564185.0,83.0
1736,COUNTRIES,ARG,Argentina,2019.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,681391.0,564185.0,83.0
1737,COUNTRIES,ARG,Argentina,2019.0,HPV_FEM,"HPV Female, final dose",ADMIN,Administrative coverage,355761.0,208229.0,59.0
1738,COUNTRIES,ARG,Argentina,2019.0,HPV_MALE,"HPV Male, final dose",ADMIN,Administrative coverage,364495.0,176171.0,48.0
1739,COUNTRIES,ARG,Argentina,2019.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,681391.0,581055.0,85.0
1740,COUNTRIES,ARG,Argentina,2019.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,720263.0,620259.0,86.0
1741,COUNTRIES,ARG,Argentina,2019.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,754279.0,634500.0,84.0
1742,COUNTRIES,ARG,Argentina,2019.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,681391.0,593895.0,87.0
1743,COUNTRIES,ARG,Argentina,2019.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,681391.0,575487.0,84.0
1744,COUNTRIES,ARG,Argentina,2019.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,720263.0,575412.0,80.0
1745,COUNTRIES,ARG,Argentina,2019.0,PERCV4,"Pertussis-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,720263.0,522580.0,73.0
1746,COUNTRIES,ARG,Argentina,2019.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,681391.0,566619.0,83.0
1747,COUNTRIES,ARG,Argentina,2019.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,355138.0,309712.0,87.0
1748,COUNTRIES,ARG,Argentina,2019.0,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,363363.0,283329.0,78.0
1749,COUNTRIES,ARG,Argentina,2019.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,355138.0,211425.0,60.0
1750,COUNTRIES,ARG,Argentina,2019.0,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,363363.0,179332.0,49.0
1751,COUNTRIES,ARG,Argentina,2019.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,720263.0,620259.0,86.0
1752,COUNTRIES,ARG,Argentina,2019.0,ROTA1,"Rotavirus, 1st dose",ADMIN,Administrative coverage,681391.0,566795.0,83.0
1753,COUNTRIES,ARG,Argentina,2019.0,ROTAC,"Rotavirus, last dose",ADMIN,Administrative coverage,681391.0,521645.0,77.0
1754,COUNTRIES,ARG,Argentina,2019.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,681391.0,575821.0,85.0
1755,COUNTRIES,ARG,Argentina,2019.0,TTCV4,"Tetanus-containing vaccine, 4th dose (1st booster)",ADMIN,Administrative coverage,720263.0,522580.0,73.0
